scan_id,brightness,motion,face_visibility,signal_quality,acceptable
train-004656,0.4172660702545597,0.13575791193968814,0.8986433356085117,0.8474815509900254,1
train-001074,0.5601238386107291,0.35689009654867343,0.7003830767350538,0.5956179773677892,0
train-003605,0.6992802141369043,0.26082113260791684,0.5736153982585721,0.7528420754025655,1
train-003795,0.3155417216220799,0.16042939323077707,0.9796310661799287,0.6800964946190022,1
train-000787,0.4870731102047915,0.5408164570384298,0.799056541515487,0.8887819490603575,1
train-004859,0.4029645261651541,0.1549925616931622,0.8892805570017039,0.721302942059836,1
train-001717,0.5057029112112327,0.20130814240505246,0.9316399512964165,0.7391999180850815,1
train-001874,0.5119700654117562,0.06465312492005076,0.7061663366509972,0.9348874072069905,1
train-000266,0.5035708396964429,0.07420518285834612,0.9783094095211768,0.7915041508101347,1
train-000571,0.5664015993901095,0.2066860049058645,0.7641827469795499,0.7282889165221864,1
train-005908,0.5064549349672134,0.3325674639762677,0.6919291445734534,0.8406001808578751,1
train-003875,0.5907202563189525,0.08651199384075962,0.788324187124834,0.5309847424365087,1
train-000924,0.4166581575315864,0.10105294651189096,0.7775021976881555,0.7385158949330134,0
train-002741,0.7050530271947075,0.04619040340382436,0.6440587422893033,0.6357195735200628,0
train-001981,0.6237378819700087,0.1941136976132793,0.8316245239709384,0.3460612928313842,1
train-000910,0.3227322334671012,0.27865734057815394,0.7872944154083096,0.5794129273736762,0
train-000088,0.41247119021706263,0.47695951972015366,0.7657624883636694,0.9387251155925971,0
train-000675,0.5855161548027576,0.18078007124698475,0.8961736292030402,0.7092092747593298,0
train-000780,0.598642496428192,0.29006892464124734,0.7751107833270757,0.8026327034951458,1
train-005689,0.7409661385052903,0.1694782883933109,0.8882360312792197,0.5185959915683517,1
train-000639,0.7528908648392781,0.1652426318462752,0.8147827565769492,0.8671288611907736,0
train-000147,0.3886753353082565,0.011910130183955852,0.9123736377274442,0.9066471937694058,1
train-001159,0.7556585403725689,0.17316458524252218,0.763410901162923,0.6560847521938464,0
train-005353,0.6007591258679812,0.19890094962604427,0.9332574789780637,0.8905135330514502,1
train-001682,0.4742860473355416,0.20458894707075692,0.7568410562094645,0.6729741212310548,1
train-003157,0.5914728913284194,0.4636143382438951,0.8799034964477231,0.8107860422196164,0
train-000413,0.5399949661462873,0.22484358864919698,0.9168103769986272,0.5633455097680021,1
train-004603,0.28979988375595295,0.020411128978052518,0.823848914575251,0.8781332197179024,0
train-003144,0.47309213932703614,0.08107394490208358,0.7686114342785163,0.7477035345628664,1
train-004337,0.39858972636017936,0.16333757667789497,0.8266869585067075,0.8285212768593697,1
train-000900,0.5883538046781998,0.151193514284831,0.943547429509824,0.9879522464086479,1
train-002209,0.6163304787674776,0.1125904796133898,0.9462040321457348,0.831305150037581,1
train-005532,0.45603917780398034,0.03845375266501374,0.7627322601486745,0.6437446365191009,1
train-000330,0.5423180219745903,0.4663781475284637,0.6304822870687902,0.7186499016572546,1
train-005582,0.5153857665796406,0.1604106410117552,0.7872906260074303,0.6210026275959746,0
train-004678,0.5438339359317317,0.34009491446141843,0.5320261808339599,0.8285681552849002,0
train-004904,0.38937405784401974,0.10560447630294467,0.611392233396195,0.6098728558533141,0
train-004714,0.8299387835794304,0.32574591521066726,0.9932648511944528,0.8736457199803004,0
train-002744,0.6169379969479349,0.061142250330988406,0.8520508551733347,0.909893771795882,1
train-005341,0.6982559897116205,0.27329881688746316,0.8807645364278229,0.7723468861738785,1
train-003859,0.4988913295945893,0.12432255267633126,0.8738544842523099,0.528287187665839,1
train-001661,0.19252985832340833,0.31604814121617986,0.7164285931833229,0.7200009482009263,0
train-004899,0.5793476068110059,0.1282516428300926,0.8864462374482709,0.6001355051143791,0
train-004858,0.1947898009505835,0.18025190981370576,0.7598908728168223,0.6127206262598042,0
train-003389,0.420945122356563,0.15465095655556793,0.6757429082978921,0.7534028978911278,0
train-002859,0.5985233393712176,0.20131323910450857,0.5833816216201009,0.45425687545977417,0
train-005837,0.6376417604058311,0.11698654705196615,0.7569275655446088,0.9305820584053074,1
train-004444,0.6807565102685852,0.04107928536114579,0.8355353432448819,0.8711128088374727,0
train-000182,0.46949595403225186,0.1872209834078035,0.883641193533704,0.7361003825544306,0
train-004226,0.4810801948327132,0.0791303495913608,0.973577345169521,0.8502226873856402,1
train-000879,0.5396525112144003,0.16320583033932048,0.9565062228737784,0.35412487599386294,0
train-001762,0.43508443380222245,0.09512213354584922,0.9411839668514714,0.8158736720149486,1
train-002089,0.3547681683568573,0.24593565424298042,0.8088736192213652,0.9634831236902359,0
train-001322,0.2659740009042286,0.3048893776477033,0.8052657128631545,0.6855529845374141,1
train-000706,0.5576560716779184,0.11944552476882155,0.842801786071307,0.6556725948138142,1
train-002403,0.29808344662953257,0.06204741848056386,0.7848607463802784,0.7013457662244766,1
train-002767,0.3587520867060451,0.7004688699319985,0.8366958785655976,0.6992597141591569,1
train-001777,0.5968540244336964,0.22192169351105723,0.7176629773944073,0.8257723047042009,1
train-000767,0.5189900978068259,0.3913156938003399,0.7580419440363434,0.9766000566684929,1
train-002578,0.4795872154056243,0.13595369208693436,0.5988073899924777,0.9219227190403341,1
train-002003,0.37386846470506896,0.24771000814495125,0.7780292004618943,0.6558371260183156,0
train-000927,0.4225836183303125,0.16148476493455585,0.7074471894473261,0.8945303860640739,1
train-004369,0.3301965515402996,0.37484979868839935,0.818807835467988,0.7181709756699468,0
train-004294,0.6001451868765129,0.07969387540274177,0.6931567475647549,0.813018128204937,0
train-002189,0.7035981207025881,0.09109830848872337,0.8007844559404769,0.826561347682377,1
train-000697,0.6019073027942027,0.11782026454330673,0.8204893345676423,0.9081177598537422,1
train-002149,0.6766463442357595,0.21498295835580297,0.9341649521342233,0.8038221018170869,1
train-004263,0.5133043247841338,0.4525012989420546,0.826562368259244,0.7076266771157753,0
train-004599,0.48030019500868976,0.23169455761469182,0.9563296960237584,0.8702796090930636,1
train-005774,0.6644231978379612,0.29205297940650765,0.6815063824651577,0.9243073037196644,1
train-003093,0.6484956716702927,0.1462471851994708,0.9438005605321657,0.8438286418956384,0
train-001721,0.6603010779687852,0.018541671977869923,0.7244749650845267,0.9094843445982728,1
train-002150,0.3787417886553505,0.12701111828861114,0.8130887499555168,0.6618510733236982,0
train-000303,0.5699818192951398,0.3669882757599426,0.9014613805132875,0.684105604192437,1
train-002579,0.3340435988660376,0.11129116639886646,0.8068623582624322,0.8863772167837624,1
train-001271,0.45945382661981204,0.18740619771981237,0.9246339192628877,0.6040329940176735,1
train-000941,0.34536509304856455,0.22195855769698522,0.8632148494368028,0.7545207122564835,1
train-000194,0.6678486744044693,0.030858913482702827,0.7637010852143677,0.7611829786036163,1
train-000237,0.5768994690697411,0.05626954242845359,0.7373002850341698,0.6088844586325628,1
train-000832,0.3801199672831209,0.18556596461819164,0.9246487323754993,0.826636015471761,1
train-004994,0.5484684041255826,0.09374744882477626,0.7149763923376075,0.6184764840621269,0
train-005291,0.6099010989870708,0.3516656763403163,0.8013717803803292,0.6012697711376901,0
train-005563,0.5138442592166685,0.2503056653616278,0.8639253897157343,0.5348503164793339,0
train-001304,0.6287093269828014,0.3298040509461003,0.8038840160852354,0.6164586643106418,0
train-005183,0.7229045823477527,0.12325705954923936,0.9164400264299114,0.7333569001712953,0
train-000848,0.4941637796394881,0.34910046968464997,0.841106448972629,0.9108157682484204,0
train-000013,0.47604395020925133,0.06412496853294444,0.8749098676108001,0.7926258998219597,1
train-002018,0.4633723528148982,0.14485099085665365,0.883672805700838,0.9296456862451239,1
train-001454,0.3591285728578504,0.2849147212952651,0.8713948027583913,0.8065839644163468,1
train-005404,0.4258196419743872,0.08964855126806541,0.9669069726684011,0.9135365316468435,1
train-005834,0.4911166050890669,0.3047229634335488,0.7911159713417916,0.6536961519343385,1
train-004545,0.5458693868875227,0.3320990228357207,0.7444149649395829,0.49160533985855925,0
train-001299,0.5295452772926641,0.314940355697425,0.8367389932603284,0.704811353321779,0
train-000937,0.2983307264465545,0.22833427307303178,0.6628172327417201,0.8724099549361517,0
train-005424,0.2786713976139492,0.08343413580344192,0.720894304517908,0.8815835907876981,0
train-002014,0.5958285340845194,0.14240673346397897,0.750625208459839,0.44263026024875646,1
train-000851,0.63716319633121,0.23341205112475688,0.8588301495768195,0.8570170999342758,1
train-004357,0.42378472208430157,0.11274800771011395,0.8280040217722735,0.8637172752599312,0
train-004890,0.6426801870750056,0.4012648694092564,0.7083745365300202,0.8295978967235005,1
train-002959,0.6751022842512245,0.07896003399371523,0.9689724098297751,0.6847922282459048,1
train-005593,0.4844391799835128,0.10754512983207531,0.8665560407359959,0.45680995334476,0
train-000229,0.4654536796454881,0.15000511592806984,0.8609888943847901,0.39905655824698594,1
train-003846,0.5500887821057331,0.09279652611248465,0.8208886520160996,0.7123459731894708,1
train-003951,0.254209087916406,0.43045160748279715,0.9328954104464479,0.4303329693829503,1
train-002216,0.2745841647339888,0.039569406213964604,0.66951312015885,0.5439219620825511,1
train-000383,0.412685640590142,0.40531367497099136,0.875937082811646,0.6861390519827592,1
train-003668,0.6762110148593783,0.2707387674672021,0.6712308614019759,0.6761937586239021,0
train-001245,0.3739004141826471,0.39143157477179397,0.8167478966832842,0.7048427525779962,1
train-005123,0.49345912596976016,0.1013381268680328,0.8544742446826813,0.783037931400534,1
train-002605,0.6787089240609205,0.1669973299815102,0.9141906766774255,0.7206392481361333,1
train-000524,0.5071369835049989,0.307789499874704,0.8903815742536317,0.7855024839904036,1
train-001786,0.4766012249966837,0.1414432723711345,0.8534928545330196,0.8671685527431104,1
train-003772,0.3244774676288046,0.36027237502424553,0.695295426671387,0.7271300135568115,1
train-000606,0.6449514410186009,0.4110558089267572,0.7115102885820722,0.8541920676644172,0
train-003465,0.5599040973187557,0.4073381313927088,0.9013760425815868,0.6904542312918052,0
train-004735,0.45173035620718166,0.15101151761434903,0.9414672152290275,0.7456145428551317,1
train-002775,0.5976325117538241,0.06061667316573243,0.9109910629321754,0.7969080353137211,1
train-001090,0.5433657323181985,0.2011617423326051,0.7864895138107092,0.9313787885717411,1
train-001857,0.44465953316164547,0.38815221037781195,0.7702654051719953,0.7159324414993914,1
train-000480,0.08732480289425532,0.12826560299861609,0.9204218491041797,0.3095890690401244,0
train-003606,0.3886514588720834,0.11601932856505112,0.9395192818064768,0.8604341015039471,0
train-003521,0.5930281785778474,0.1382391064359538,0.9303307632132527,0.6937194773930773,1
train-003533,0.6022967247792846,0.40808262528604655,0.9049924042797194,0.5347103803261689,1
train-002291,0.6438897474587238,0.02098208228355674,0.7724319887666444,0.7426218778534832,0
train-001987,0.3368154130237453,0.2657687971019312,0.8064044847141955,0.5314152151539985,1
train-004892,0.4481550768535098,0.0940707270696555,0.8666394872063204,0.8176631106433143,1
train-005104,0.5833623716604062,0.2130095450781325,0.9865388430953539,0.6361149454765933,1
train-003134,0.2697358781892716,0.2857872925803897,0.6324628703080868,0.8767366318974206,0
train-003037,0.5800274697182269,0.08234030116574031,0.8854797278105118,0.809922469102288,0
train-001122,0.31998452580313336,0.49477062571378977,0.7573890914114915,0.9460763692033904,0
train-004847,0.34973739568580003,0.23362773925767333,0.892220073340739,0.5795436019757332,1
train-005541,0.6393875703969327,0.30029687241346303,0.6911924028696663,0.7495987613577374,1
train-004154,0.4236888861764154,0.2473009331714161,0.9036288374206081,0.8521928685455363,0
train-002328,0.4290074748021161,0.1817812909650518,0.8745150868175995,0.6748946103003635,1
train-004860,0.42784707953647444,0.2749927153643237,0.8385528325126792,0.8204729965638953,1
train-001071,0.7591891804058881,0.17273081585897207,0.48025172361889257,0.7511470438275654,0
train-003301,0.36372352392725277,0.2792895846246276,0.9615249850593128,0.8931548697521949,0
train-005579,0.4073128896255974,0.2252266701202673,0.851524909421942,0.736725543945447,0
train-001082,0.5083370410262847,0.09372129837025828,0.892251495166926,0.7868122777775349,1
train-003339,0.32948144818033126,0.1672020686761495,0.6055778310433144,0.5960725051967454,0
train-002456,0.5541377037087032,0.2923941351176385,0.7803660874408038,0.7431072608934359,0
train-000431,0.5086986854329862,0.1003373092550539,0.8371875050372222,0.6039064602937986,1
train-003032,0.6127709890191386,0.4517574464767359,0.7951388876297192,0.8541098782207291,1
train-005251,0.384489845923711,0.31497573213663144,0.6995112707917751,0.37082124714085746,0
train-004641,0.3647727989108395,0.08179691464559659,0.7339037649080672,0.7734102823478589,1
train-004869,0.6397903001242251,0.14026660759795745,0.9237466441911601,0.8008959978957656,1
train-005595,0.5577915025868321,0.2108368005120085,0.7797036286287773,0.8299023131263945,1
train-001069,0.5881659122698685,0.26437947259564476,0.7726507008035051,0.9872010972836966,1
train-001327,0.6443774190126873,0.04804086801397885,0.8002070109745625,0.741032295663657,1
train-005591,0.4830947087550569,0.2744716476840339,0.9535039403428899,0.8232453261665055,1
train-001562,0.5834661525073277,0.2500088558090675,0.24977839058216547,0.6660448940650454,0
train-000748,0.48462725542783114,0.30694320560734983,0.787490517531525,0.8975403081923733,1
train-005761,0.779250869757668,0.11103360577143578,0.8905659835076021,0.5601656621516847,0
train-001793,0.7775445970145708,0.0684864736603758,0.9903819871170332,0.6716005582057625,1
train-005342,0.5207467891672244,0.23248489442055248,0.7665579788644968,0.5626760012142631,1
train-004987,0.6151139098705063,0.10794973597095123,0.9431507563546597,0.7924927455019356,1
train-001966,0.2579251484557175,0.34257681784622385,0.8873612883854272,0.5262348295737186,0
train-003242,0.5681997600240952,0.06102254825041151,0.8952296738866323,0.6232786902963836,1
train-004805,0.6847948769840342,0.03860026394799696,0.960571694025559,0.8944100503005306,0
